,unique_case_id,type_of_crime,location,victim_sex,offender_sex,number_of_victims,number_of_offenders,Homicide,Hate Crime - Disability,Hate Crime - Gender,Hate Crime - Gender Identity,Hate Crime - Religious,Hate Crime - Sexual orientation,Hate Crime - Racial/Ethnicity,Hate Crime - Ethnicity,Verbal Abuse/Verbal Assault,Property Damage,Drug Offenses,General Assault,Sexual Assault,Sexual Harassment,Property Crimes,Domestic Violence,Missing Person,Traffic Incident,Unclassified,timestamp,date
486,000094_1220300,Property Damage,"Gruberzeile, Wilhelmstadt",Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19:10:00,2022-26-06
487,000095_1220294,"Property Crime, Theft","Breite Straße, Pankow",Unknown,Male,Unknown,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21:00:00,2022-25-06
488,000096_1220293,Homicide, Feuerbachstraße,Male,Unknown,1,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22:50:00,2022-25-06
489,000097_1220292,Property Damage,"Willy-Brandt-Straße, Bundeskanzleramtes",Unknown,"Male, Female",Unknown,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18:00:00,2022-25-06
490,000098_1220291,Property Damage,"Hennigsdorfer Straße, Alt Heiligensee",Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12:15:00,2022-25-06
491,000099_1220290,"Property Damage, Homicide","Götzstraße, Tempelhof-Schöneberg",Female,Unknown,1,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14:50:00,2022-25-06
492,000100_1220285,"General Assault, Verbal Abuse, Property Damage, False Imprisonment",Tempelhof-Schöneberg,Unknown,"Female, Male",Unknown,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2022-24-06
493,000101_1220017,"Property Crimes, Theft"," Potsdamer Platz, Mohrenstraße, Leipziger Platz",Male,Male,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16:05:00,2022-24-06
494,000102_1220008,"Property Damage, Arson","Sickingenstraße, Moabit",Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03:00:00,2022-24-06
495,000103_1219745,"Property Crime, Burglary",Melchiorstraße,Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03:30:00,2022-23-06
496,000104_1219737,"Property Crimes, Theft",Kurfürstendamm,Unknown,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16:00:00,2022-23-06
497,000105_1219636,"General Assault, Verbal Abuse, Hate Crime - Racial/Ethnicity",Giesebrechtstraße,Female,Female,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20:30:00,2022-23-06
498,000106_1219503,"Property Crime, General Assault",Bonhoefferufer,Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16:00:00,2022-23-06
499,000107_1219381,"General Assault, Verbal Abuse", Alexanderplatz,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-06-12
500,000108_1219149,"Property Damage, Arson",Sinsheimer Weg,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01:35:00,2022-22-06
501,000109_1218854,"Verbal Abuse, General Assault", Rathaus Steglitz (Gleis 1),Unknown,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16:00:00,2021-15-11
502,000110_1218833,"Property Damage, Drug Offenses","Marzahner Promenade, Franz-Stenzer-Straße",Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20:15:00,2022-21-06
503,000111_1218736,Drug Offenses,Jonasstraße Ecke Wittmannsdorfer Straße,Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15:35:00,2022-21-06
504,000112_1218560,"Property Crime, General Assault", Grünau,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19:20:00,2022-21-06
505,000113_1218227,"Property Crime, General Assault","Straße Am Bahnhof Westend, Charlottenburg-Wilmersdorf",Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20:00:00,2022-20-06
506,000114_1218222,"General Assault, Verbal Abuse, Property Damage",Sommerbad in Steglitz,"Male, Male, Male, Male, Male, Male, Male, Male, Male, Male",Male,10,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16:25:00,2022-20-06
507,000115_1218217,"General Assault, Verbal Abuse, Property Damage","Breitscheidplatz, Nürnberger Straße",Male,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13:45:00,2022-20-06
508,000116_1218064,Property Damage,Andreasstraße/Singerstraße,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21:30:00,2022-20-06
509,000117_1218005,"General Assault, Property Damage",Bismarckstraße,Male,Male,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04:30:00,2022-19-06
510,000118_1218004,"General Assault, Property Damage",Landsberger Allee/Petersburger Straße,"Male, Female",Male,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02:00:00,2022-19-06
511,000119_1218003,"General Assault, Property Damage",Engelbeckenpark unter der Waldemarbrücke,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21:00:00,2022-19-06
512,000120_1218000,"General Assault, Verbal Abuse, Sexual Harassment","Boxhagener Platz, Gärtnerstraße, Gärtnerstraße Ecke Grünbergerstraße",Female,Male,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13:45:00,2022-19-06
513,000121_1217996,"Property Crimes, Theft"," Onkel-Toms-Hütte, Wilskistraße, Onkel-Tom-Straße",Unknown,Male,Unknown,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,01:45:00,2022-18-06
514,000122_1217995,"General Assault, Verbal Abuse, Resisting Arrest",Kiehlufer,"Female, Male",Male,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,2022-18-06
515,000123_1217993,"Property Damage, General Assault",Lotte-Laserstein-Straße,Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20:00:00,2022-18-06
516,000124_1217720,Attempted Suicide,Tempelhof-Schöneberg,Female,Unknown,1,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:20:00,2022-17-06
517,000125_1217645,Property Damage,Birkbuschstraße,Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19:00:00,2022-17-06
518,000126_1217593,Drug Offenses,Karl-Marx-Straße,Unknown,Male,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17:40:00,2022-17-06
519,000127_1217561,"Property Crime, Theft",Tauentzienstraße,Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17:00:00,2022-17-06
520,000128_1217557,"Property Crime, Theft",Knesebeckstraße,Female,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16:40:00,2022-17-06
521,000129_1217556,"Property Damage, General Assault",Schöneberger Straße,Male,Unknown,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11:20:00,2022-17-06
522,000130_1217554,"Verbal Abuse, Hate Crime - Racial/Ethnicity","Senftenberger Ring, Reinickendorf",Male,"Female, Male",4,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17:00:00,2022-17-06
523,000131_1217552,Property Damage,Hindenburgdamm,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02:30:00,2022-17-06
524,000132_1217549,"Property Damage, General Assault","Bulgarische Straße, Treptow-Köpenick",Unknown,Unknown,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23:00:00,2022-17-06
525,000133_1217430,"Drug Offenses, General Assault","Kiehlufer, Treptower Straße, Teupitzer Straße, Sonnenallee",Male,Male,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13:45:00,2022-16-06
526,000134_1217065,Property Damage,"Weidenweg, Friedrichshain-Kreuzberg",Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03:00:00,2022-16-06
527,000135_1216863,"General Assault, Property Damage","Richardstraße, Karl-Marx-Straße, Erkstraße",Male,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:30:00,2022-15-06
528,000001_1175618,"Property Crime, General Assault","Zossener Straße, Bergmannstraße, Solmstraße",Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06:00:00,2022-10-02
529,000001_1183099,Property Damage,"Landsberger Allee, Alt-Hohenschönhausen",Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03:20:00,2022-05-03
530,000002_1183098,"Property Damage, Arson","Cyclopstraße, Wittenau, Reinickendorf",Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01:10:00,2022-05-03
531,000003_1182982,"Property Damage, Verbal Abuse, Hate Crime - Racial/Ethnicity",Lichterfelde,Male,Female,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04:00:00,2022-04-03
532,000001_1248361,"Property Crime, General Assault","Magdalenenstraße, Lichtenberg",Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03:35:00,2022-26-09
533,000002_1248239,"General Assault, Verbal Abuse, Hate Crime - Sexual Orientation",Ilsestraße,Male,Male,2,4-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23:30:00,2022-25-09
534,000003_1248224,"Property Damage, Evading Police",Reinickendorf,Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2022-24-09
535,000001_1301345,"Homicide, General Assault","Arnimplatz, Prenzlauer Berg",Male,Male,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22:00:00,2023-04-03
536,000002_1301341,"Homicide, General Assault",Friedrichsfelde,Female,Male,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:30:00,2023-04-03
537,000003_1301340,Property Damage,Rummelsburg,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07:00:00,2023-04-03
538,000004_1301303,"Property Damage, Arson",Neu-Hohenschönhausen,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023-03-03
539,000005_1301206,"General Assault, Verbal Abuse",Alexanderplatz,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20:30:00,2023-03-03
540,000006_1301142,"Property Crime, General Assault, Verbal Abuse","Alt-Hohenschönhausen, Wartenberger Straße","Male, Female",Male,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21:00:00,2023-03-03
541,000007_1301089,"Property Damage, Driving Under the Influence","Feurigstraße, Tempelhof-Schöneberg",Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21:45:00,2023-03-03
542,000008_1300982,Drug Offenses,Tegel and Heiligensee,Unknown,Male,Unknown,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06:00:00,2023-02-03
543,000009_1300981,"Verbal Abuse, General Assault",Koppenstraße,Female,Female,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06:30:00,2023-02-03
544,000010_1300872,"Verbal Abuse, General Assault","Karl-Holtz-Straße, Marzahn-Hellersdorf",Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19:45:00,2023-02-03
545,000011_1300843,"Property Damage, Drug Offenses",Spandau,Unknown,Male,Unknown,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01:40:00,2023-02-03
546,000012_1300839,"Property Damage, Unlawful Possession of a Weapon","Pettenkofer Straße, Eldenaer Straße",Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13:30:00,2023-02-03
547,000013_1300744,"Property Damage, Theft, Vandalism",Hanauer Straße Ecke Triberger Straße,Unknown,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13:00:00,2023-02-03
548,000014_1300705,"Property Crime, General Assault, Verbal Abuse","Margarete-Sommer-Straße, Pankow, Fischerinsel, Mitte",Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20:20:00,2023-02-03
549,000015_1300629,"Verbal Abuse, Hate Crime - Religious",Lichtenberg,Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14:00:00,2023-02-03
550,000016_1300480,Property Crime,"Herzbergstraße, Lichtenberg",Unknown,Unknown,Unknown,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10:30:00,2023-01-03
551,000017_1300436,Sexual Assault,Friedrichshain-Kreuzberg,Unknown,Male,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023-06-03
552,000018_1300078,"Property Crime, Theft", Westhafen,Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15:45:00,2023-01-03
553,000019_1300068,"Property Crime, General Assault","Hobrechtstraße, Schönleinstraße",Unknown,Male,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15:20:00,2023-01-03
554,000020_1299631,"Property Damage, Verbal Abuse, Hate Crime - Sexual Orientation","Neue Bahnhofstraße, Friedrichshain-Kreuzberg",Male,Male,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11:45:00,2023-28-02
555,000021_1299624,"Property Crime, General Assault","Nordbahnstraße, Gesundbrunnen",Female,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15:15:00,2023-28-02
556,000022_1299584,Property Damage,Thielallee,Male,Male,1,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02:45:00,2023-28-02
557,000023_1299429,"Property Crime, General Assault","Koppenstraße, Friedrichshain-Kreuzberg",Male,Unknown,1,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18:30:00,2023-27-02
558,000024_1299391,"Property Crime, Property Damage","Bankfiliale in der Sakrower Landstraße, Spandau",Unknown,Unknown,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02:00:00,2023-27-02
559,000025_1299263,"Property Crime, Possession of Illegal Weapons",Neukölln,Unknown,Male,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,2023-27-02
560,000026_1299160,"Property Crime, Theft",Friedrichsfelde,Unknown,Male,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01:00:00,2023-27-02
561,000027_1298773,"Property Crime, Theft","Sickingenstraße, Moabit",Unknown,Male,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01:50:00,2023-26-02
562,000028_1298742,"General Assault, Property Damage"," Gesundbrunnen, Mitte",Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023-25-02
563,000029_1298740,"Property Damage, Unclassified",Siemensstraße/ Albrechtstraße/ Halskestraße/ Stephanstraße,Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17:35:00,2023-25-02
564,000030_1298739,"Property Crime, General Assault, Drug Offenses","Trelleborger Straße, Granitzstraße/ Retzbacher Weg, BAB 114",Male,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18:30:00,2023-25-02
565,000031_1298710,Homicide,Wilhelminenhofstraße,Male,Male,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13:25:00,2023-24-02
566,000032_1297961,"Property Crime, General Assault","Müllerstraße, Wedding",Male,Unknown,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13:00:00,2023-23-02
567,000033_1297959,"Property Damage, General Assault","Lasiuszeile, Spandau",Unknown,Unknown,13,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18:00:00,2023-23-02
568,000034_1297924,"Property Crime, Theft","Olivaer Platz, Kurfürstendamm",Unknown,Male,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13:40:00,2023-23-02
569,000035_1297623,"Property Damage, Driving Under the Influence","Ringstraße Ecke Rathausstraße, Lankwitzer Straße, Kamenzer Damm",Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22:45:00,2023-22-02
570,000036_1297104,"Property Crimes, Unclassified",Mitte,Unknown,Unknown,Unknown,350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,2023-21-02
571,000037_1296994,"Property Damage, General Assault","Lietzenburger Straße in Höhe Rankestraße, Charlottenburg-Wilmersdorf",Female,Female,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16:50:00,2023-21-02
572,000038_1296974,"Property Crime, Drug Offenses, Possession of a Firearm","Schöneberger Straße, Markelstraße",Unknown,Male,Unknown,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01:30:00,2023-21-02
573,000039_1296917,"Property Crime, Theft","Heerstraße/ Ortelsburger Allee, Am Rupenhorn",Unknown,Male,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02:50:00,2023-21-02
574,000040_1296702,"Property Damage, General Assault","Quickborner Straße, Reinickendorf",Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15:00:00,2023-21-02
575,000001_1291259,Hate Crime - Religious (Anti-Jewish),Lichtenberg,Male,Unknown,1,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17:40:00,2023-03-02
576,000001_1323094,"General Assault, Verbal Abuse, Property Damage",Gesundbrunnen,Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16:20:00,2023-11-05
577,000002_1323059,"Theft, Property Damage",Müllerstraße,Unknow,Male,Unknow,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023-11-05
578,000003_1322998,"General Assault, Verbal Abuse",Charlottenburg-Wilmersdorf,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20:45:00,2023-11-05
579,000004_1322990,"General Assault, Verbal Abuse, Property Damage",Pankow,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22:00:00,2023-11-05
580,000005_1322800,"Property Crime, General Assault","Friedrichsfelde, Brandenburg",Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06:00:00,2023-10-05
581,000006_1322362,"General Assault, Verbal Abuse, Property Damage",Marzahn-Hellersdorf,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02:20:00,2023-10-05
