,Unnamed: 0,official_case_id,type_of_crime,location,datetime,year_date,time,victim_sex,offender_sex,number_of_victims,number_of_offenders,homicide,hate_crime-disability,hate_crime-gender,hate_crime-gender_identity,hate_crime-religious,hate_crime-sexual_orientation,hate_crime-racial/ethnicity,verbal_abuse/verbal_assault,property_damage,drug_offenses,general_assault,sexual_assault,sexual_harassment,property_crimes,unclassified,lon,lat
530,564,1298739,"Property Crime, General Assault, Drug Offenses","Trelleborger Straße, Granitzstraße/ Retzbacher Weg, BAB 114",2023-02-25 18:30:00,2023-02-25,18.30,Male,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,25.4716809,65.0118734
531,565,1298710,Homicide,Wilhelminenhofstraße,2023-02-24 13:25:00,2023-02-24,13.25,Male,Male,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.467119,43.0466103
532,566,1297961,"Property Crime, General Assault","Müllerstraße, Wedding",2023-02-23 13:00:00,2023-02-23,13.00,Male,Unknown,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.5402191,60.4404998
533,567,1297959,"Property Damage, General Assault","Lasiuszeile, Spandau",2023-02-23 18:00:00,2023-02-23,18.00,Unknown,Unknown,13,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,168.0862889,-45.481216
534,568,1297924,"Property Crime, Theft","Olivaer Platz, Kurfürstendamm",2023-02-23 13:40:00,2023-02-23,13.40,Unknown,Male,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.6387775,35.6123015
535,569,1297623,"Property Damage, Driving Under the Influence","Ringstraße Ecke Rathausstraße, Lankwitzer Straße, Kamenzer Damm",2023-02-22 22:45:00,2023-02-22,22.45,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.0734592,-10.8407927
536,570,1297104,"Property Crimes, Unclassified",Mitte,,2023-02-21,Unknown,Unknown,Unknown,Unknown,350,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,98.8815667,8.273405
537,571,1296994,"Property Damage, General Assault","Lietzenburger Straße in Höhe Rankestraße, Charlottenburg-Wilmersdorf",2023-02-21 16:50:00,2023-02-21,16.50,Female,Female,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.3387707,60.8539034
538,572,1296974,"Property Crime, Drug Offenses, Possession of a Firearm","Schöneberger Straße, Markelstraße",2023-02-21 01:30:00,2023-02-21,01.30,Unknown,Male,Unknown,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.828606,60.488536
539,573,1296917,"Property Crime, Theft","Heerstraße/ Ortelsburger Allee, Am Rupenhorn",2023-02-21 02:50:00,2023-02-21,02.50,Unknown,Male,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.509623246870593,55.66299975
540,574,1296702,"Property Damage, General Assault","Quickborner Straße, Reinickendorf",2023-02-21 15:00:00,2023-02-21,15.00,Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,96.2539768,16.8302202
541,575,1291259,Hate Crime - Religious (Anti-Jewish),Lichtenberg,2023-02-03 17:40:00,2023-02-03,17.40,Male,Unknown,1,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.031699661411338,55.45860825
542,576,1323094,"General Assault, Verbal Abuse, Property Damage",Gesundbrunnen,2023-05-11 16:20:00,2023-05-11,16.20,Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25.2785646,61.3512901
543,577,1323059,"Theft, Property Damage",Müllerstraße,,2023-05-11,Unknow,Unknow,Male,Unknow,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6883278,60.4570244
544,578,1322998,"General Assault, Verbal Abuse",Charlottenburg-Wilmersdorf,2023-05-11 20:45:00,2023-05-11,20.45,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-45.1054769,-10.8473192
545,579,1322990,"General Assault, Verbal Abuse, Property Damage",Pankow,2023-05-11 22:00:00,2023-05-11,22.00,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4885134,43.0309016
546,580,1322800,"Property Crime, General Assault","Friedrichsfelde, Brandenburg",2023-05-10 06:00:00,2023-05-10,06.00,Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.352327083916132,54.984064149999995
547,581,1322362,"General Assault, Verbal Abuse, Property Damage",Marzahn-Hellersdorf,2023-05-10 02:20:00,2023-05-10,02.20,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0245972,62.0102011
548,582,1322358,"General Assault, Verbal Abuse, Property Damage",Staake,2023-05-10 15:50:00,2023-05-10,15.50,Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.8631029,49.6067619
549,583,1321796,"General Assault, Property Damage","Rhinstraße, Lichtenberg",2023-05-09 14:30:00,2023-05-09,14.30,Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,139.6229096,35.64676
550,584,1321792,"General Assault, Verbal Abuse, Homicide","Hakenfelde, Berlin",2023-05-09 16:45:00,2023-05-09,16.45,Male,Male,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4628001,43.02341
551,585,1321789,"General Assault, Verbal Abuse, Property Damage, Robbery","Marienfelde, Berlin",2023-05-09 22:45:00,2023-05-09,22.45,"Male, Female",Male,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19.9970597,41.2006884
552,586,1321721,"Verbal Abuse, General Assault",Reinickendorf,2023-05-08 09:15:00,2023-05-08,09.15,Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,96.25528199573088,16.829201849999997
553,587,1321671,Property Damage,Berlinweit,,2023-05-08,Unknow,Unknow,Unknow,Unknow,Unknow,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3576962,60.3148989
554,588,1321461,"Property Crime, General Assault",Neukölln,2023-05-08 04:00:00,2023-05-08,04.00,Unknow,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.4784098,61.5033928
555,589,1321458,"General Assault, Verbal Abuse, Property Damage"," Leopoldplatz, Fehmarner Straße",2023-05-08 21:20:00,2023-05-08,21.20,Male,Male,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,96.25517767743267,16.8294876
556,590,1321405,"General Assault, Verbal Abuse, Hate Crime Ethnicity",Tiergarten,2023-05-08 16:45:00,2023-05-08,16.45,Male,Male,1,1-3.,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4824543,43.0327871
557,592,1314890,"Property Damage, Arson","Pankow, Straßburger Straße",2023-04-18 15:00:00,2023-04-18,15.00,Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2004692,62.2504776
558,593,1314846,Property Damage,Dahlwitzer Landstraße,2023-04-18 22:10:00,2023-04-18,22.10,Male,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1639512,62.300466
559,594,1314805,"General Assault, Property Damage","Kummerower Ring, Marzahn-Hellersdorf",2023-04-18 20:30:00,2023-04-18,20.30,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,139.88179895346963,35.72966085
560,595,1314802,"Property Crime, Theft","Prenzlauer Berg, Danziger Straße",2023-04-18 23:00:00,2023-04-18,23.00,Female,Female,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7500075,63.2333327
561,596,1314797,"Property Crime, Burglary","Neuen Kantstraße, Kurfürstendamm",2023-04-18 09:30:00,2023-04-18,09.30,Unknown,Male,Unknown,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.3354701,-40.9707899
562,597,1314346,"Property Crime, Attempted Theft","Berlichingenstraße, Moabit",,2023-04-17,Mitternacht,Unknown,Male,Unknown,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.25427094574135,16.83001985
563,598,1313963,"General Assault, Verbal Abuse","Adalbertstraße, Friedrichshain-Kreuzberg",2023-04-16 04:00:00,2023-04-16,04.00,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.7000229,63.6666709
564,599,1313962,"Drug Offenses, Property Crimes","Alice-Berendt-Straße Ecke Ingeborg-Drewitz-Allee, Moabit",2023-04-16 20:00:00,2023-04-16,20.00,Unknown,Male,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-90.1640455,51.4743226
565,600,1313961,"General Assault, Property Damage","Wrangelstraße, Görlitzer Park",2023-04-16 12:00:00,2023-04-16,12.00,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.494212,43.0350596
566,601,1313960,"General Assault, Property Damage, Verbal Abuse","Marienfelde, Diedersdorfer Weg, Marienfelder Allee",2023-04-16 21:00:00,2023-04-16,21.00,Male,Male,1,Multiple,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25.5754689,63.3706192
567,602,1313959,"General Assault, Verbal Abuse",Marzahn-Hellersdorf,2023-04-16 18:00:00,2023-04-16,18.00,"Female, Male",Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,120.53781688,23.466256480000002
568,603,1313957,Property Damage,Treptow-Köpenick,2023-04-15 01:20:00,2023-04-15,01.20,Male,Unknown,1,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.129571729747532,65.69080558265642
569,604,1313955,"Property Damage, Driving Under the Influence","Gensinger Straße, Friedrichsfelde, Lichtenberg",2023-04-15 08:00:00,2023-04-15,08.00,Male,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.645289,61.4655292
570,605,1313954,Property Damage,"Neu-Hohenschönhausen, Welserstraße",2023-04-15 03:15:00,2023-04-15,03.15,Female,Unknown,1,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,89.6856987,55.0949006
571,606,1313952,Homicide,Marzahn-Hellersdorf,2023-04-15 04:30:00,2023-04-15,04.30,Male,Unknown,1,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.7093665,55.1089171
572,607,1313901,"General Assault, Property Damage","Staakener Straße, Spandau",2023-04-14 19:00:00,2023-04-14,19.00,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.669337217670764,55.56872025
573,608,1313835,Unclassified,Berlinweit,,2023-04-14,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0083959,61.6935412
574,609,1313780,Property Damage,"Siemensdamm, Charlottenburg-Nord",2023-04-14 21:40:00,2023-04-14,21.40,Female,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7968951,61.4865542
575,610,1313742,"Verbal Abuse, Threatening",Johannisthal,2023-04-14 11:40:00,2023-04-14,11.40,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.1437134,-10.8397107
576,611,1313666,"General Assault, Property Damage",Friedrichshain-Kreuzberg,,2023-04-14,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-53.4010305,-25.1356691
577,612,1160542,"General Assault, Property Damage, Verbal Abuse", Gesundbrunnen,2021-12-22 17:50:00,2021-12-22,17.50,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0209515,57.7691873
578,613,1160350,"General Assault, Verbal Abuse, Trespassing, Resisting Arrest, Use of False Health Certificates, Violation of Infection Protection Measures, Violation of Assembly Freedom Law","Alexanderplatz, Pauluskirche, Weihnachtsmarkt",2021-12-21 17:00:00,2021-12-21,17.00,"Male, Female","Male, Female",Unknown,"7 Female, 16 Male",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.8178181582659425,52.37869015
579,614,1160042,"General Assault, Verbal Abuse, Property Damage","Lübecker Straße, Moabit",,2021-12-21,Unknown,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,28.1650783,66.1092595
580,615,1160015,"Property Crimes, Theft","Kurfürstendamm, Dahlmannstraße",,2021-12-21,Unknown,Female,Male,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.9984899,65.360401
581,616,1159994,"Property Crime, General Assault","Schnellerstraße, Niederschöneweide",2021-12-21 01:00:00,2021-12-21,01.00,Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.581976,60.6455948
582,617,1159780,"Property Crime, General Assault",Friedrichstraße,2021-12-20 13:15:00,2021-12-20,13.15,Unknown,Male,Multiple,Multiple,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-53.4133601,-25.1634254
583,618,1159728,Property Damage,Lintruper Straße,2021-12-20 10:30:00,2021-12-20,10.30,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8132650230691745,52.379402049999996
584,619,1159582,"Property Damage, General Assault","Wollenberger Straße/Gehrenseestraße, Alt-Hohenschönhausen",2021-12-20 21:35:00,2021-12-20,21.35,Female,Male,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.480576,64.9478581
585,620,1159363,"Property Crime, Unclassified","Sybelstraße, Charlottenburg-Wilmersdorf",2021-12-20 02:40:00,2021-12-20,02.40,Unknown,Male,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.6552537,64.8729778
586,621,1159172,"General Assault, Property Damage, Verbal Abuse, Resisting Arrest",Treptow-Köpenick,2021-12-19 02:00:00,2021-12-19,02.00,Unknown,Male,Unknown,29,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.468488704802578,55.4689391
587,622,1159168,"Property Damage, Arson","Neunkircher Steig, Spandau",2021-12-19 22:10:00,2021-12-19,22.10,Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,120.48303274444444,23.597539211111112
588,623,1159165,"General Assault, Property Theft, Verbal Abuse","Walther-Schreiber-Platz Ecke Bundesallee, Rheinstraße Ecke Roennebergstraße",2021-12-18 03:30:00,2021-12-18,03.30,Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.176906,61.5231859
589,624,1159163,Property Damage, Berliner Straße,2021-12-18 18:15:00,2021-12-18,18.15,Unknown,Female,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7391561,60.4945625
590,625,1159162,Property Damage,Goltzstraße Ecke Grunewaldstraße,,2021-12-18,Unknown,Female,Unknown,1,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2550528,64.4663193
591,626,1158895,"Hate Crime - Racial/Ethnicity, General Assault, Verbal Abuse, Property Damage","Weißensee, Börnestraße",2021-12-17 21:30:00,2021-12-17,21.30,"Female, Male",Male,2,4,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25.9733504,63.6809739
592,627,1158733,General Assault,Charlottenburg-Wilmersdorf,,2021-12-17,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-74.10647165,40.97768845
593,628,1158720,Property Crime,"Recklinghauser Weg, Straße An der Kappe",2021-12-17 01:45:00,2021-12-17,01.45,Male,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.7015731,35.7487675
594,629,1158686,"Property Crimes, General Assault", Unter den Linden,2021-12-17 01:10:00,2021-12-17,01.10,Unknown,Male,Unknown,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,126.9865773,37.53492
595,630,1158631,"Property Damage, Arson","Gürtelstraße, Friedrichshain-Kreuzberg",2021-12-17 20:00:00,2021-12-17,20.00,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.353391936956378,55.76169025
596,631,1158244,"General Assault, Hate Crime - Religious",Treptow-Köpenick,2021-12-16 21:15:00,2021-12-16,21.15,Male,Unknown,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.4426922,60.94988
597,632,1158229,"Property Crime, General Assault","Marienfelder Chaussee, Alt-Buckow",2021-12-16 18:00:00,2021-12-16,18.00,Female,Male,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,120.43468776052633,23.710493842105265
598,633,1157784,Property Crime,Wuhletalstraße,2021-12-15 22:40:00,2021-12-15,22.40,Unknown,Male,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.36572614,23.68643811333333
599,634,1157537,"Property Crime, Theft","Holsteinische Straße, Steglitz-Zehlendorf",2021-12-15 21:20:00,2021-12-15,21.20,Unknown,Male,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9811351,52.2533085
600,635,1157208,Drug Offenses,Bezirksübergreifend,,2021-12-14,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.2649422,61.3371322
601,636,1157188,"Property Damage, Drug Offenses, General Assault, Verbal Abuse",Alvenslebenstraße Ecke Steinmetzstraße,2021-12-14 19:20:00,2021-12-14,19.20,Male,Male,2,6-8,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,22.6041492,60.7197941
602,637,1157067,"Property Crime, General Assault",Helene-Weigel-Platz,2021-12-14 11:00:00,2021-12-14,11.00,Female,Unknown,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,120.35019070136985,23.77996679828767
603,638,1157062,"Property Crimes, General Assault",Ruppiner Chaussee / Berliner Straße / Ecke Brunowstraße,2021-12-14 22:30:00,2021-12-14,22.30,Unknown,Male,Unknown,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,25.6604862,60.3953913
604,639,1157059,Property Damage,"Rätikonweg, Mariendorf",2021-12-14 11:45:00,2021-12-14,11.45,Female,Unknown,1,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,96.2555327,16.8302558
605,640,1157052,"Property Damage, Arson","Aroser Allee, Reinickendorf",2021-12-14 21:15:00,2021-12-14,21.15,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.172861058617526,48.71028295
606,641,1157039,Property Damage,Landsberger Allee,2021-12-14 10:30:00,2021-12-14,10.30,Female,Female,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.41242690849673,65.86093495708062
607,642,1156849,"Property Damage, Verbal Abuse",Cosmarweg,2021-12-13 20:40:00,2021-12-13,20.40,Unknown,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.513258985625264,-22.87364935
608,643,1156756,Unclassified,Berlinweit,,2021-12-13,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,120.61024984285714,23.762397714285715
609,644,1156520,"General Assault, Property Damage","Dolgenseestraße, Lichtenberg",2021-12-13 00:15:00,2021-12-13,00.15,Female,Female,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,50.6000102,26.1344365
610,645,1156416,"Property Damage, Public Intoxication",Denkmal für die ermordeten Juden Europas in Mitte,2021-12-12 12:30:00,2021-12-12,12.30,Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2792016,37.6406129
611,646,1156415,"Property Damage, Driving without a License","Treptow-Köpenick, Schnellerstraße, Fließstraße, Hasselwerderstraße, Hainstraße, Rudower Straße, Hartriegelstraße, Bärenlauchstraße, Oberspreestraße",2021-12-12 04:00:00,2021-12-12,04.00,Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,175.3370618,-41.0122336
612,647,1156413,"General Assault, Property Damage, Verbal Abuse, Theft",Görlitzer Straße / Falckensteinstraße,2021-12-12 00:50:00,2021-12-12,00.50,"Male, Female",Male,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.454385,43.0232507
613,648,1156412,"Property Damage, Arson"," Kottbusser Tor, Friedrichshain-Kreuzberg",2021-12-12 19:00:00,2021-12-12,19.00,Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,120.45998070689654,23.797536672413795
614,649,1156411,"Robbery, General Assault","Fritz-Schloß-Park, Seydlitzstraße",2021-12-12 16:30:00,2021-12-12,16.30,Male,Male,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,120.4035517,23.781505385714286
615,650,1156407,"General Assault, Property Crime",Frankfurter Allee,2021-12-12 02:20:00,2021-12-12,02.20,"Male, Female",Male,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.16842117,48.712603
616,651,1156400,Driving Under the Influence,"Lankwitzer Straße, Kaiser-Wilhelm-Straße Ecke Seydlitzstraße, Kranoldplatz",2021-12-11 22:00:00,2021-12-11,22.00,Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9576307,36.9828477
617,652,1156399,"Property Damage, Arson","Wiebestraße, Moabit",2021-12-11 04:00:00,2021-12-11,04.00,Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,120.245278825,23.570619875
618,653,1156398,"General Assault, Property Damage, Verbal Abuse, Resisting Arrest",Scharnweberstraße,2021-12-11 23:30:00,2021-12-11,23.30,Male,"Male, Female",1,"33, 36, 3 (unknown gender)",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.8890235,62.2263105
619,654,1156395,"General Assault, Property Crime","Groß-Ziethener-Chaussee, Alt-Rudow",2021-12-11 17:20:00,2021-12-11,17.20,Female,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,120.19844705,23.64496265
620,655,1156393,"General Assault, Property Crimes, Verbal Abuse",Vincent-van-Gogh-Straße/Falkenberger Chaussee,2021-12-11 20:45:00,2021-12-11,20.45,Male,Male,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,120.31927376153845,23.647796369230768
621,656,1156392,Property Damage,Baseler Straße/Züricher Straße/Lausanner Straße Kreuzung,2021-12-11 14:50:00,2021-12-11,14.50,"Female, Male (2)",Male,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.007698,52.333451
622,657,1156352,Unclassified,"Kruppstraße, Mitte",,2021-12-10,Unknown,"Male, Female",Unknown,1700,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.860822154418688,56.1466304
